Id,Prediction
r3487_c518,4
r3502_c518,3
r3510_c518,4
r3525_c518,3
r3528_c518,5
r3534_c518,5
r3536_c518,4
r3539_c518,4
r3549_c518,3
r3558_c518,5
r3565_c518,5
r3566_c518,3
r3574_c518,4
r3575_c518,4
r3589_c518,3
r3592_c518,4
r3593_c518,5
r3598_c518,3
r3619_c518,2
r3627_c518,5
r3632_c518,3
r3636_c518,4
r3644_c518,3
r3648_c518,5
r3651_c518,4
r3654_c518,4
r3664_c518,5
r3672_c518,4
r3673_c518,4
r3674_c518,4
r3679_c518,4
r3690_c518,5
r3696_c518,4
r3698_c518,3
r3705_c518,3
r3707_c518,4
r3716_c518,3
r3719_c518,4
r3730_c518,3
r3736_c518,3
r3764_c518,3
r3765_c518,5
r3768_c518,2
r3769_c518,3
r3770_c518,4
r3774_c518,5
r3776_c518,2
r3777_c518,5
r3778_c518,3
r3781_c518,1
r3793_c518,5
r3797_c518,4
r3800_c518,4
r3809_c518,1
r3810_c518,5
r3812_c518,3
r3816_c518,3
r3820_c518,4
r3830_c518,4
r3832_c518,4
r3837_c518,5
r3838_c518,3
r3844_c518,4
r3846_c518,5
r3863_c518,4
r3865_c518,4
r3871_c518,2
r3877_c518,5
r3879_c518,4
r3887_c518,3
r3889_c518,4
r3899_c518,4
r3903_c518,5
r3915_c518,3
r3929_c518,4
r3938_c518,2
r3944_c518,5
r3947_c518,2
r3950_c518,4
r3953_c518,5
r3962_c518,4
r3965_c518,4
r3966_c518,4
r3970_c518,4
r3986_c518,5
r3990_c518,3
r3991_c518,5
r3992_c518,4
r4000_c518,4
r4002_c518,3
r4010_c518,4
r4026_c518,2
r4027_c518,4
r4028_c518,4
r4030_c518,5
r4035_c518,4
r4041_c518,3
r4046_c518,3
r4055_c518,4
r4059_c518,5
r4071_c518,3
r4084_c518,3
r4086_c518,3
r4090_c518,2
r4097_c518,4
r4098_c518,4
r4115_c518,5
r4119_c518,4
r4123_c518,4
r4125_c518,3
r4130_c518,2
r4137_c518,3
r4138_c518,4
r4140_c518,4
r4143_c518,5
r4146_c518,4
r4148_c518,5
r4151_c518,3
r4159_c518,3
r4163_c518,3
r4175_c518,3
r4182_c518,4
r4191_c518,1
r4195_c518,5
r4203_c518,3
r4214_c518,4
r4221_c518,5
r4222_c518,3
r4245_c518,5
r4257_c518,4
r4270_c518,4
r4271_c518,3
r4276_c518,2
r4291_c518,4
r4292_c518,3
r4293_c518,3
r4301_c518,4
r4304_c518,5
r4320_c518,4
r4330_c518,4
r4333_c518,4
r4336_c518,3
r4338_c518,3
r4365_c518,5
r4385_c518,4
r4386_c518,4
r4388_c518,3
r4393_c518,5
r4397_c518,5
r4401_c518,4
r4416_c518,3
r4428_c518,3
r4433_c518,5
r4443_c518,4
r4444_c518,4
r4451_c518,3
r4453_c518,3
r4456_c518,5
r4463_c518,2
r4491_c518,3
r4492_c518,5
r4505_c518,5
r4516_c518,5
r4519_c518,3
r4527_c518,4
r4530_c518,5
r4543_c518,4
r4562_c518,5
r4568_c518,4
r4572_c518,4
r4573_c518,3
r4581_c518,5
r4597_c518,3
r4603_c518,4
r4605_c518,4
r4611_c518,4
r4612_c518,1
r4615_c518,5
r4621_c518,3
r4630_c518,3
r4633_c518,5
r4637_c518,2
r4652_c518,4
r4655_c518,4
r4681_c518,4
r4685_c518,4
r4687_c518,5
r4688_c518,3
r4691_c518,4
r4709_c518,3
r4713_c518,5
r4717_c518,3
r4718_c518,4
r4724_c518,5
r4740_c518,3
r4755_c518,3
r4770_c518,3
r4779_c518,2
r4789_c518,5
r4801_c518,4
r4816_c518,5
r4822_c518,4
r4827_c518,3
r4829_c518,4
r4832_c518,4
r4833_c518,5
r4838_c518,4
r4840_c518,5
r4850_c518,4
r4858_c518,5
r4859_c518,3
r4865_c518,3
r4866_c518,4
r4868_c518,4
r4872_c518,1
r4875_c518,4
r4884_c518,4
r4890_c518,3
r4903_c518,5
r4904_c518,2
r4905_c518,5
r4906_c518,2
r4907_c518,3
r4909_c518,5
r4919_c518,3
r4920_c518,3
r4924_c518,4
r4946_c518,1
r4950_c518,5
r4953_c518,4
r4956_c518,4
r4959_c518,5
r4962_c518,5
r4966_c518,4
r4969_c518,3
r4971_c518,5
r4981_c518,3
r4985_c518,4
r4987_c518,4
r4994_c518,3
r4995_c518,4
r4997_c518,4
r4999_c518,3
r5002_c518,3
r5008_c518,4
r5011_c518,4
r5012_c518,4
r5014_c518,5
r5027_c518,1
r5034_c518,5
r5042_c518,3
r5053_c518,3
r5060_c518,3
r5069_c518,5
r5071_c518,4
r5074_c518,4
r5079_c518,3
r5083_c518,4
r5085_c518,5
r5089_c518,2
r5097_c518,4
r5100_c518,4
r5102_c518,3
r5106_c518,5
r5117_c518,5
r5119_c518,3
r5122_c518,4
r5123_c518,1
r5136_c518,5
r5145_c518,3
r5155_c518,2
r5158_c518,2
r5162_c518,1
r5164_c518,4
r5172_c518,5
r5173_c518,3
r5190_c518,3
r5193_c518,3
r5197_c518,4
r5201_c518,3
r5214_c518,5
r5236_c518,4
r5242_c518,4
r5246_c518,3
r5256_c518,4
r5264_c518,4
r5274_c518,4
r5278_c518,2
r5287_c518,4
r5288_c518,2
r5295_c518,3
r5306_c518,5
r5308_c518,5
r5314_c518,4
r5319_c518,4
r5331_c518,4
r5332_c518,4
r5334_c518,3
r5337_c518,3
r5338_c518,3
r5341_c518,4
r5348_c518,3
r5353_c518,5
r5360_c518,5
r5363_c518,2
r5378_c518,4
r5391_c518,4
r5399_c518,4
r5401_c518,5
r5404_c518,4
r5412_c518,4
r5413_c518,5
r5417_c518,5
r5421_c518,5
r5430_c518,3
r5431_c518,3
r5433_c518,5
r5439_c518,4
r5450_c518,4
r5456_c518,5
r5458_c518,4
r5459_c518,3
r5467_c518,4
r5475_c518,3
r5477_c518,3
r5484_c518,3
r5487_c518,5
r5494_c518,5
r5500_c518,3
r5507_c518,3
r5510_c518,3
r5515_c518,3
r5534_c518,1
r5546_c518,5
r5553_c518,4
r5554_c518,2
r5560_c518,4
r5564_c518,4
r5568_c518,5
r5570_c518,3
r5599_c518,3
r5600_c518,5
r5608_c518,3
r5610_c518,5
r5611_c518,4
r5613_c518,3
r5619_c518,3
r5621_c518,5
r5622_c518,4
r5631_c518,5
r5633_c518,3
r5640_c518,4
r5642_c518,4
r5646_c518,3
r5655_c518,4
r5657_c518,4
r5659_c518,4
r5665_c518,3
r5666_c518,3
r5686_c518,5
r5687_c518,3
r5691_c518,3
r5698_c518,5
r5715_c518,3
r5720_c518,2
r5726_c518,5
r5727_c518,2
r5735_c518,3
r5737_c518,5
r5745_c518,3
r5747_c518,4
r5749_c518,2
r5750_c518,1
r5753_c518,4
r5756_c518,3
r5757_c518,3
r5758_c518,3
r5760_c518,3
r5762_c518,4
r5768_c518,5
r5774_c518,5
r5775_c518,4
r5779_c518,4
r5796_c518,5
r5805_c518,3
r5821_c518,3
r5822_c518,5
r5831_c518,3
r5841_c518,3
r5845_c518,5
r5850_c518,3
r5863_c518,5
r5865_c518,3
r5869_c518,4
r5875_c518,4
r5886_c518,3
r5889_c518,5
r5898_c518,4
r5902_c518,4
r5905_c518,2
r5911_c518,4
r5912_c518,3
r5923_c518,4
r5929_c518,3
r5935_c518,3
r5941_c518,4
r5946_c518,4
r5950_c518,4
r5960_c518,1
r5962_c518,3
r5976_c518,4
r5977_c518,3
r5978_c518,4
r5986_c518,4
r6002_c518,5
r6009_c518,5
r6015_c518,5
r6018_c518,5
r6020_c518,2
r6036_c518,4
r6045_c518,4
r6049_c518,3
r6056_c518,3
r6065_c518,5
r6073_c518,5
r6082_c518,4
r6085_c518,3
r6092_c518,4
r6101_c518,4
r6109_c518,5
r6116_c518,4
r6117_c518,5
r6120_c518,4
r6140_c518,5
r6141_c518,2
r6151_c518,3
r6154_c518,4
r6155_c518,4
r6179_c518,4
r6195_c518,4
r6207_c518,3
r6224_c518,5
r6231_c518,5
r6264_c518,3
r6268_c518,3
r6271_c518,3
r6274_c518,4
r6290_c518,3
r6304_c518,3
r6306_c518,3
r6311_c518,3
r6317_c518,3
r6332_c518,5
r6335_c518,4
r6343_c518,3
r6344_c518,3
r6346_c518,3
r6349_c518,3
r6351_c518,4
r6354_c518,5
r6370_c518,5
r6374_c518,5
r6378_c518,5
r6379_c518,3
r6400_c518,3
r6402_c518,5
r6409_c518,4
r6412_c518,4
r6444_c518,3
r6446_c518,4
r6447_c518,3
r6450_c518,5
r6474_c518,4
r6482_c518,3
r6485_c518,5
r6491_c518,4
r6508_c518,5
r6517_c518,5
r6523_c518,4
r6525_c518,4
r6530_c518,3
r6535_c518,4
r6539_c518,2
r6545_c518,4
r6550_c518,3
r6555_c518,3
r6558_c518,4
r6562_c518,4
r6566_c518,4
r6589_c518,4
r6600_c518,5
r6601_c518,4
r6610_c518,3
r6631_c518,4
r6635_c518,2
r6637_c518,5
r6639_c518,4
r6641_c518,3
r6644_c518,3
r6653_c518,2
r6656_c518,3
r6658_c518,3
r6659_c518,3
r6666_c518,3
r6685_c518,4
r6697_c518,5
r6713_c518,4
r6722_c518,3
r6726_c518,5
r6728_c518,3
r6729_c518,1
r6738_c518,4
r6748_c518,2
r6750_c518,3
r6755_c518,3
r6756_c518,3
r6777_c518,3
r6780_c518,4
r6789_c518,5
r6792_c518,5
r6804_c518,3
r6813_c518,5
r6814_c518,5
r6836_c518,3
r6866_c518,4
r6906_c518,5
r6907_c518,4
r6909_c518,4
r6914_c518,2
r6916_c518,5
r6928_c518,3
r6949_c518,5
r6950_c518,2
r6951_c518,5
r6962_c518,4
r6966_c518,1
r6968_c518,3
r6972_c518,5
r6976_c518,3
r6984_c518,4
r7014_c518,5
r7017_c518,3
r7034_c518,2
r7035_c518,3
r7049_c518,5
r7050_c518,4
r7053_c518,3
r7062_c518,2
r7070_c518,3
r7107_c518,3
r7109_c518,3
r7110_c518,4
r7116_c518,2
r7125_c518,4
r7129_c518,2
r7132_c518,4
r7141_c518,5
r7142_c518,5
r7144_c518,3
r7146_c518,3
r7147_c518,5
r7156_c518,4
r7162_c518,5
r7169_c518,3
r7180_c518,3
r7181_c518,5
r7185_c518,4
r7186_c518,3
r7188_c518,3
r7202_c518,4
r7206_c518,4
r7207_c518,4
r7212_c518,2
r7213_c518,3
r7215_c518,5
r7226_c518,3
r7228_c518,3
r7238_c518,5
r7240_c518,3
r7243_c518,4
r7250_c518,3
r7252_c518,2
r7255_c518,1
r7262_c518,4
r7263_c518,4
r7265_c518,3
r7267_c518,4
r7269_c518,4
r7272_c518,2
r7276_c518,3
r7279_c518,3
r7281_c518,5
r7285_c518,4
r7298_c518,4
r7303_c518,5
r7310_c518,5
r7319_c518,3
r7327_c518,5
r7332_c518,4
r7346_c518,3
r7366_c518,3
r7367_c518,3
r7379_c518,4
r7381_c518,3
r7382_c518,3
r7384_c518,5
r7394_c518,3
r7399_c518,4
r7402_c518,3
r7409_c518,4
r7413_c518,4
r7419_c518,3
r7420_c518,5
r7421_c518,4
r7426_c518,1
r7431_c518,3
r7435_c518,4
r7437_c518,4
r7439_c518,2
r7443_c518,4
r7449_c518,3
r7459_c518,5
r7482_c518,3
r7499_c518,3
r7506_c518,4
r7508_c518,3
r7513_c518,5
r7515_c518,3
r7519_c518,4
r7525_c518,4
r7530_c518,2
r7531_c518,3
r7537_c518,3
r7560_c518,5
r7567_c518,3
r7573_c518,3
r7581_c518,4
r7587_c518,3
r7598_c518,4
r7618_c518,4
r7622_c518,4
r7626_c518,4
r7634_c518,5
r7638_c518,3
r7644_c518,4
r7647_c518,2
r7650_c518,3
r7656_c518,4
r7657_c518,3
r7658_c518,4
r7683_c518,4
r7688_c518,3
r7702_c518,4
r7711_c518,5
r7720_c518,5
r7725_c518,5
r7728_c518,3
r7748_c518,4
r7751_c518,5
r7752_c518,4
r7753_c518,4
r7757_c518,4
r7771_c518,5
r7780_c518,4
r7781_c518,3
r7784_c518,4
r7795_c518,3
r7800_c518,5
r7804_c518,5
r7805_c518,5
r7810_c518,4
r7816_c518,3
r7817_c518,3
r7836_c518,2
r7846_c518,4
r7849_c518,4
r7851_c518,3
r7864_c518,4
r7870_c518,4
r7874_c518,5
r7875_c518,5
r7877_c518,3
r7878_c518,5
r7885_c518,4
r7899_c518,5
r7909_c518,3
r7912_c518,5
r7929_c518,3
r7932_c518,5
r7941_c518,3
r7944_c518,4
r7946_c518,3
r7949_c518,4
r7952_c518,4
r7958_c518,3
r7966_c518,3
r7967_c518,2
r7970_c518,1
r7973_c518,3
r7978_c518,4
r7981_c518,4
r7988_c518,4
r7989_c518,4
r7990_c518,3
r7994_c518,5
r7999_c518,5
r8002_c518,2
r8010_c518,5
r8012_c518,3
r8019_c518,5
r8041_c518,3
r8043_c518,4
r8046_c518,4
r8050_c518,4
r8054_c518,3
r8059_c518,3
r8064_c518,4
r8067_c518,2
r8077_c518,5
r8083_c518,3
r8095_c518,4
r8102_c518,3
r8103_c518,4
r8105_c518,3
r8106_c518,5
r8107_c518,5
r8112_c518,3
r8116_c518,3
r8119_c518,3
r8123_c518,3
r8129_c518,4
r8142_c518,4
r8143_c518,3
r8146_c518,3
r8149_c518,5
r8154_c518,3
r8164_c518,3
r8165_c518,5
r8173_c518,3
r8174_c518,3
r8177_c518,4
r8183_c518,5
r8203_c518,5
r8204_c518,3
r8210_c518,3
r8218_c518,5
r8222_c518,5
r8223_c518,2
r8224_c518,4
r8228_c518,3
r8229_c518,3
r8231_c518,5
r8236_c518,2
r8244_c518,2
r8247_c518,4
r8251_c518,4
r8259_c518,5
r8265_c518,5
r8276_c518,3
r8281_c518,4
r8286_c518,5
r8290_c518,5
r8295_c518,4
r8299_c518,5
r8300_c518,4
r8311_c518,3
r8314_c518,4
r8316_c518,4
r8322_c518,3
r8336_c518,4
r8337_c518,4
r8339_c518,5
r8342_c518,4
r8344_c518,5
r8346_c518,3
r8354_c518,5
r8360_c518,4
r8370_c518,4
r8373_c518,3
r8377_c518,5
r8378_c518,4
r8382_c518,5
r8391_c518,3
r8392_c518,4
r8401_c518,5
r8404_c518,5
r8411_c518,4
r8413_c518,5
r8416_c518,2
r8424_c518,2
r8431_c518,3
r8445_c518,5
r8446_c518,5
r8473_c518,4
r8475_c518,5
r8476_c518,3
r8479_c518,5
r8485_c518,3
r8486_c518,5
r8487_c518,2
r8498_c518,4
r8499_c518,4
r8501_c518,3
r8502_c518,4
r8506_c518,5
r8511_c518,3
r8512_c518,4
r8529_c518,3
r8534_c518,4
r8536_c518,4
r8543_c518,3
r8547_c518,5
r8551_c518,3
r8555_c518,5
r8558_c518,5
r8559_c518,4
r8562_c518,5
r8567_c518,3
r8575_c518,4
r8585_c518,5
r8591_c518,2
r8599_c518,3
r8600_c518,4
r8611_c518,5
r8614_c518,5
r8617_c518,3
r8618_c518,4
r8622_c518,5
r8641_c518,4
r8644_c518,4
r8646_c518,3
r8647_c518,4
r8652_c518,3
r8654_c518,3
r8658_c518,3
r8662_c518,4
r8666_c518,3
r8671_c518,5
r8672_c518,3
r8684_c518,4
r8685_c518,4
r8688_c518,5
r8693_c518,1
r8694_c518,4
r8697_c518,3
r8699_c518,3
r8703_c518,3
r8708_c518,3
r8709_c518,5
r8710_c518,2
r8713_c518,3
r8716_c518,3
r8718_c518,4
r8719_c518,5
r8727_c518,4
r8728_c518,4
r8731_c518,3
r8740_c518,2
r8744_c518,4
r8753_c518,2
r8756_c518,4
r8765_c518,4
r8768_c518,1
r8769_c518,2
r8770_c518,4
r8773_c518,4
r8776_c518,2
r8782_c518,3
r8783_c518,5
r8785_c518,4
r8786_c518,5
r8804_c518,5
r8812_c518,5
r8813_c518,5
r8816_c518,4
r8819_c518,4
r8822_c518,4
r8831_c518,5
r8839_c518,4
r8845_c518,5
r8850_c518,4
r8858_c518,1
r8863_c518,5
r8886_c518,4
r8887_c518,5
r8890_c518,2
r8894_c518,3
r8898_c518,3
r8900_c518,4
r8910_c518,5
r8913_c518,3
r8914_c518,4
r8917_c518,3
r8918_c518,5
r8926_c518,3
r8928_c518,3
r8929_c518,4
r8941_c518,4
r8945_c518,3
r8946_c518,5
r8950_c518,4
r8952_c518,4
r8965_c518,3
r8966_c518,5
r8972_c518,4
r8983_c518,5
r8990_c518,4
r8991_c518,3
r9004_c518,5
r9008_c518,4
r9022_c518,3
r9025_c518,4
r9028_c518,3
r9029_c518,3
r9045_c518,4
r9055_c518,5
r9064_c518,4
r9086_c518,4
r9087_c518,5
r9091_c518,4
r9101_c518,4
r9105_c518,5
r9108_c518,4
r9115_c518,4
r9126_c518,5
r9129_c518,5
r9138_c518,3
r9140_c518,5
r9149_c518,3
r9157_c518,3
r9160_c518,4
r9163_c518,5
r9171_c518,5
r9175_c518,3
r9176_c518,4
r9177_c518,4
r9180_c518,3
r9184_c518,3
r9189_c518,4
r9190_c518,4
r9193_c518,4
r9194_c518,3
r9195_c518,5
r9197_c518,5
r9198_c518,2
r9202_c518,4
r9234_c518,3
r9235_c518,2
r9237_c518,4
r9243_c518,3
r9244_c518,4
r9246_c518,5
r9249_c518,3
r9258_c518,3
r9267_c518,5
r9279_c518,4
r9283_c518,5
r9287_c518,5
r9289_c518,4
r9296_c518,5
r9303_c518,3
r9312_c518,5
r9314_c518,3
r9323_c518,5
r9325_c518,3
r9335_c518,5
r9343_c518,5
r9347_c518,3
r9352_c518,4
r9355_c518,3
r9364_c518,2
r9372_c518,3
r9388_c518,4
r9391_c518,4
r9405_c518,4
r9408_c518,4
r9409_c518,4
r9416_c518,5
r9418_c518,4
r9423_c518,4
r9424_c518,4
r9438_c518,3
r9442_c518,3
r9448_c518,4
r9449_c518,4
r9450_c518,3
r9456_c518,4
r9463_c518,4
r9467_c518,5
r9475_c518,5
r9478_c518,5
r9480_c518,3
r9486_c518,3
r9497_c518,5
r9500_c518,3
r9501_c518,5
r9505_c518,4
r9507_c518,2
r9510_c518,4
r9511_c518,3
r9530_c518,2
r9534_c518,5
r9537_c518,4
r9561_c518,3
r9576_c518,3
r9578_c518,3
r9590_c518,2
r9597_c518,3
r9614_c518,5
r9623_c518,3
r9624_c518,4
r9625_c518,4
r9626_c518,5
r9651_c518,3
r9655_c518,4
r9656_c518,3
r9658_c518,4
r9661_c518,3
r9672_c518,2
r9681_c518,4
r9690_c518,5
r9697_c518,5
r9711_c518,5
r9719_c518,5
r9725_c518,4
r9733_c518,3
r9743_c518,3
r9750_c518,3
r9755_c518,4
r9759_c518,5
r9790_c518,3
r9792_c518,5
r9797_c518,4
r9799_c518,4
r9801_c518,4
r9802_c518,3
r9803_c518,4
r9805_c518,5
r9831_c518,4
r9834_c518,3
r9837_c518,4
r9838_c518,3
r9851_c518,4
r9855_c518,5
r9858_c518,5
r9859_c518,3
r9863_c518,3
r9877_c518,5
r9878_c518,5
r9879_c518,5
r9884_c518,3
r9888_c518,2
r9893_c518,1
r9910_c518,5
r9929_c518,4
r9938_c518,5
r9939_c518,4
r9941_c518,3
r9943_c518,3
r9954_c518,3
r9957_c518,3
r9958_c518,3
r9960_c518,3
r9964_c518,3
r9966_c518,4
r9968_c518,3
r9971_c518,4
r9977_c518,3
r9990_c518,4
r120_c519,1
r167_c519,3
r168_c519,4
r209_c519,3
r303_c519,2
r310_c519,3
r370_c519,4
r386_c519,4
r388_c519,4
r443_c519,5
r532_c519,4
r636_c519,4
r706_c519,3
r720_c519,3
r753_c519,5
r816_c519,1
r1108_c519,4
r1207_c519,2
r1226_c519,3
r1258_c519,2
r1324_c519,2
r1435_c519,2
r1476_c519,4
r1494_c519,3
r1540_c519,3
r1622_c519,5
r1698_c519,1
r1700_c519,4
r1728_c519,3
r1786_c519,5
r1817_c519,4
r1878_c519,5
r1897_c519,3
r1949_c519,2
r2004_c519,4
r2225_c519,4
r2268_c519,1
r2285_c519,4
r2323_c519,5
r2357_c519,3
r2383_c519,4
r2469_c519,3
r2526_c519,4
r2638_c519,5
r2699_c519,3
r2710_c519,4
r2724_c519,4
r2794_c519,5
r2820_c519,5
r2828_c519,4
r2863_c519,3
r2867_c519,5
r3092_c519,3
r3369_c519,5
r3382_c519,4
r3391_c519,2
r3553_c519,4
r3572_c519,5
r3632_c519,3
r3732_c519,3
r3765_c519,4
r3774_c519,1
r3790_c519,3
r3801_c519,4
r3811_c519,1
r3939_c519,4
r4090_c519,3
r4192_c519,4
r4440_c519,2
r4450_c519,4
r4759_c519,4
r4843_c519,4
r4852_c519,3
r4941_c519,2
r4999_c519,3
r5008_c519,5
r5148_c519,3
r5216_c519,4
r5282_c519,5
r5289_c519,3
r5312_c519,1
r5436_c519,5
r5512_c519,5
r5564_c519,3
r5692_c519,2
r5709_c519,3
r5757_c519,3
r5841_c519,3
r5856_c519,3
r5911_c519,3
r5936_c519,1
r5948_c519,3
r6093_c519,4
r6101_c519,4
r6117_c519,1
r6173_c519,3
r6246_c519,4
r6294_c519,4
r6319_c519,3
r6349_c519,4
r6477_c519,3
r6506_c519,4
r6561_c519,2
r6583_c519,3
r6725_c519,1
r6889_c519,2
r6954_c519,3
r6983_c519,4
r7014_c519,5
r7024_c519,4
r7027_c519,2
r7045_c519,4
r7174_c519,2
r7318_c519,3
r7319_c519,4
r7334_c519,3
r7417_c519,3
r7514_c519,3
r7608_c519,3
r7620_c519,4
r7630_c519,5
r7667_c519,5
r7711_c519,4
r7719_c519,3
r7894_c519,3
r7899_c519,3
r7983_c519,2
r8053_c519,3
r8103_c519,3
r8161_c519,4
r8226_c519,4
r8389_c519,5
r8453_c519,4
r8496_c519,5
r8548_c519,2
r8558_c519,3
r8568_c519,3
r8579_c519,4
r8632_c519,5
r8717_c519,3
r8739_c519,4
r8905_c519,4
r8917_c519,1
r8957_c519,3
r8972_c519,3
r9048_c519,3
r9086_c519,4
r9102_c519,3
r9201_c519,1
r9276_c519,1
r9286_c519,3
r9287_c519,4
r9339_c519,4
r9385_c519,4
r9412_c519,2
r9417_c519,3
r9537_c519,1
r9587_c519,4
r9701_c519,4
r9703_c519,5
r9719_c519,2
r9844_c519,4
r9867_c519,1
r120_c520,1
r183_c520,3
r352_c520,3
r385_c520,3
r450_c520,3
r782_c520,1
r1083_c520,2
r1226_c520,3
r1335_c520,4
r1698_c520,2
r1757_c520,4
r1938_c520,4
r2155_c520,4
r2184_c520,3
r2253_c520,1
r2274_c520,3
r2575_c520,4
r2595_c520,3
r2638_c520,5
r2706_c520,5
r2950_c520,4
r2965_c520,4
r3054_c520,2
r3228_c520,5
r3235_c520,4
r3303_c520,3
r3622_c520,4
r3686_c520,2
r3724_c520,3
r3832_c520,4
r3939_c520,3
r3982_c520,4
r4811_c520,3
r4951_c520,3
r5402_c520,1
r5736_c520,4
r6090_c520,3
r6199_c520,4
r6446_c520,4
r6880_c520,4
r6954_c520,2
r7027_c520,5
r7211_c520,4
r7482_c520,2
r7693_c520,5
r7726_c520,5
r7735_c520,1
r7829_c520,4
r7849_c520,4
r7873_c520,5
r7875_c520,3
r8103_c520,3
r8230_c520,4
r8797_c520,4
r8798_c520,4
r9458_c520,3
r9580_c520,3
r9827_c520,5
r16_c521,3
r129_c521,3
r142_c521,2
r168_c521,4
r179_c521,3
r266_c521,2
r393_c521,2
r401_c521,1
r449_c521,1
r451_c521,4
r528_c521,2
r591_c521,3
r607_c521,1
r661_c521,3
r675_c521,4
r745_c521,4
r816_c521,4
r857_c521,3
r889_c521,4
r904_c521,3
r966_c521,3
r1044_c521,3
r1089_c521,1
r1307_c521,3
r1355_c521,1
r1412_c521,1
r1441_c521,2
r1460_c521,5
r1529_c521,3
r1607_c521,2
r1622_c521,1
r1676_c521,5
r1698_c521,2
r1726_c521,5
r1760_c521,2
r1762_c521,4
r1817_c521,5
r1851_c521,2
r1883_c521,3
r1929_c521,1
r2080_c521,1
r2090_c521,3
r2096_c521,3
r2113_c521,2
r2133_c521,4
r2214_c521,1
r2319_c521,4
r2330_c521,3
r2340_c521,1
r2372_c521,3
r2448_c521,2
r2576_c521,2
r2595_c521,2
r2863_c521,1
r2878_c521,1
r2994_c521,2
r3123_c521,3
r3126_c521,3
r3180_c521,2
r3189_c521,2
r3203_c521,1
r3315_c521,1
r3353_c521,4
r3358_c521,1
r3432_c521,1
r3453_c521,3
r3481_c521,4
r3534_c521,2
r3553_c521,4
r3560_c521,2
r3651_c521,2
r3663_c521,2
r3672_c521,5
r3686_c521,5
r3719_c521,2
r3746_c521,1
r3823_c521,3
r3877_c521,4
r3893_c521,4
r3900_c521,3
r3911_c521,3
r4016_c521,4
r4017_c521,1
r4052_c521,3
r4069_c521,3
r4084_c521,1
r4145_c521,1
r4192_c521,3
r4270_c521,3
r4314_c521,2
r4315_c521,4
r4337_c521,3
r4353_c521,1
r4412_c521,1
r4505_c521,5
r4527_c521,4
r4555_c521,3
r4572_c521,4
r4576_c521,5
r4633_c521,5
r4691_c521,1
r4712_c521,2
r4761_c521,4
r4889_c521,2
r4917_c521,4
r4950_c521,2
r5013_c521,4
r5101_c521,4
r5113_c521,4
r5129_c521,3
r5155_c521,2
r5199_c521,3
r5235_c521,1
r5258_c521,3
r5275_c521,3
r5279_c521,3
r5341_c521,5
r5349_c521,4
r5402_c521,1
r5419_c521,3
r5430_c521,4
r5456_c521,5
r5458_c521,4
r5477_c521,2
r5478_c521,3
r5512_c521,5
r5518_c521,1
r5542_c521,4
r5558_c521,3
r5616_c521,2
r5627_c521,1
r5680_c521,1
r5686_c521,3
r5734_c521,1
r5825_c521,2
r5849_c521,4
r5861_c521,5
r5911_c521,3
r6002_c521,3
r6009_c521,1
r6060_c521,2
r6090_c521,4
r6101_c521,3
r6141_c521,4
r6146_c521,3
r6150_c521,4
r6227_c521,1
r6257_c521,2
r6294_c521,5
r6341_c521,3
r6379_c521,2
r6381_c521,1
r6430_c521,1
r6548_c521,5
r6559_c521,3
r6574_c521,1
r6725_c521,3
r6765_c521,4
r6880_c521,3
r6938_c521,2
r6956_c521,4
r6985_c521,4
r6989_c521,2
r7016_c521,3
r7018_c521,2
r7048_c521,5
r7050_c521,4
r7101_c521,5
r7136_c521,1
r7192_c521,1
r7248_c521,3
r7280_c521,3
r7296_c521,2
r7383_c521,4
r7487_c521,1
r7507_c521,4
r7511_c521,1
r7545_c521,4
r7548_c521,2
r7600_c521,3
r7638_c521,4
r7710_c521,5
r7722_c521,2
r7830_c521,2
r7864_c521,5
r7875_c521,3
r7905_c521,2
r7999_c521,4
r8040_c521,3
r8097_c521,4
r8110_c521,4
r8125_c521,1
r8140_c521,5
r8150_c521,3
r8298_c521,2
r8302_c521,2
r8348_c521,1
r8358_c521,3
r8381_c521,3
r8393_c521,1
r8414_c521,3
r8558_c521,4
r8559_c521,2
r8572_c521,5
r8632_c521,3
r8692_c521,3
r8718_c521,4
r8743_c521,2
r8767_c521,2
r8786_c521,4
r8798_c521,4
r8938_c521,3
r8970_c521,5
r8972_c521,5
r9038_c521,1
r9053_c521,2
r9065_c521,4
r9089_c521,1
r9133_c521,4
r9136_c521,2
r9175_c521,2
r9312_c521,1
r9313_c521,5
r9332_c521,2
r9375_c521,4
r9390_c521,1
r9409_c521,1
r9413_c521,1
r9478_c521,5
r9499_c521,5
r9525_c521,1
r9539_c521,3
r9606_c521,3
r9608_c521,4
r9667_c521,4
r9711_c521,5
r9763_c521,1
r9827_c521,3
r9841_c521,2
r9844_c521,5
r9846_c521,1
r9895_c521,3
r9928_c521,3
r9939_c521,3
r9960_c521,3
r9973_c521,5
r9994_c521,4
r2_c522,2
r9_c522,5
r17_c522,5
r27_c522,2
r37_c522,3
r40_c522,4
r51_c522,3
r54_c522,3
r61_c522,5
r72_c522,5
r78_c522,4
r84_c522,4
r86_c522,4
r88_c522,2
r90_c522,3
r104_c522,2
r108_c522,5
r154_c522,4
r156_c522,3
r162_c522,2
r167_c522,4
r170_c522,4
r171_c522,4
r178_c522,4
r182_c522,3
